LOCATION,REFERENCEPERIOD,obsTime,obsValue,OBS_STATUS
USA,2010,2e3,5635.34,NA
USA,2010,2001.0,5934.7847,NA
USA,2010,2002.0,6341.6322,NA
USA,2010,2003.0,6695.7248,NA
USA,2010,2004.0,6924.3707,NA
USA,2010,2005.0,7092.7348,NA
USA,2010,2006.0,7269.6777,NA
USA,2010,2007.0,7449.0334,NA
USA,2010,2008.0,7561.5873,NA
USA,2010,2009.0,7778.6191,NA
USA,2010,2010.0,7929.372,NA
USA,2010,2011.0,8005.7887,NA
USA,2010,2012.0,8103.3367,NA
USA,2010,2013.0,8157.4229,NA
USA,2010,2014.0,8404.4305,NA
USA,2010,2015.0,8714.8975,E
COL,2010,2010.0,728.1821,D
LVA,2010,1995.0,418.2962,D
LVA,2010,1996.0,473.0512,D
LVA,2010,1997.0,536.5739,D
LVA,2010,1998.0,570.6879,D
LVA,2010,1999.0,622.1972,D
LVA,2010,2e3,626.0707,D
LVA,2010,2001.0,696.9402,D
LVA,2010,2002.0,756.3974,D
LVA,2010,2003.0,795.6183,D
LVA,2010,2004.0,929.6818,B
LVA,2010,2005.0,978.9398,NA
LVA,2010,2006.0,1082.8852,NA
LVA,2010,2007.0,1207.1463,NA
LVA,2010,2008.0,1146.5548,NA
LVA,2010,2009.0,1091.5743,NA
LVA,2010,2010.0,1071.4247,NA
LVA,2010,2011.0,1052.3074,NA
LVA,2010,2012.0,1078.4919,NA
LVA,2010,2013.0,1116.1671,NA
LVA,2010,2014.0,1173.3727,NA
LVA,2010,2015.0,1230.4505,E
ZAF,2010,1995.0,745.6731,D
ZAF,2010,1996.0,780.6738,D
ZAF,2010,1997.0,798.9494,D
ZAF,2010,1998.0,781.3241,D
ZAF,2010,1999.0,789.9079,D
ZAF,2010,2e3,768.9091,D
ZAF,2010,2001.0,801.8725,D
ZAF,2010,2002.0,810.7098,D
ZAF,2010,2003.0,841.4861,D
ZAF,2010,2004.0,833.5853,D
ZAF,2010,2005.0,848.6267,D
ZAF,2010,2006.0,861.1494,D
ZAF,2010,2007.0,890.6001,D
ZAF,2010,2008.0,931.7036,D
ZAF,2010,2009.0,978.6948,D
ZAF,2010,2010.0,1007.4946,D
ZAF,2010,2011.0,1037.3466,D
ZAF,2010,2012.0,1065.9669,D
ZAF,2010,2013.0,1070.1004,D
ZAF,2010,2014.0,1071.6322,D
CHN,2010,1995.0,86.9761,D
CHN,2010,1996.0,101.7992,D
CHN,2010,1997.0,117.3603,D
CHN,2010,1998.0,135.4277,D
CHN,2010,1999.0,150.0395,D
CHN,2010,2e3,165.6894,D
CHN,2010,2001.0,175.9154,D
CHN,2010,2002.0,200.3364,D
CHN,2010,2003.0,220.8596,D
CHN,2010,2004.0,236.8717,D
CHN,2010,2005.0,258.6683,D
CHN,2010,2006.0,281.4608,D
CHN,2010,2007.0,305.2878,D
CHN,2010,2008.0,353.7455,D
CHN,2010,2009.0,425.0864,D
CHN,2010,2010.0,450.3382,D
CHN,2010,2011.0,504.7321,D
CHN,2010,2012.0,566.291,D
CHN,2010,2013.0,620.5868,D
CHN,2010,2014.0,682.7982,D
IND,2010,2010.0,186.716,D
BRA,2010,2e3,793.9286,D
BRA,2010,2001.0,811.2983,D
BRA,2010,2002.0,818.0891,D
BRA,2010,2003.0,795.9087,D
BRA,2010,2004.0,845.3631,D
BRA,2010,2005.0,1007.5841,D
BRA,2010,2006.0,1046.7811,D
BRA,2010,2007.0,1087.3257,D
BRA,2010,2008.0,1123.7374,D
BRA,2010,2009.0,1164.8185,D
BRA,2010,2010.0,867.8219,B
BRA,2010,2011.0,886.5029,NA
CRI,2010,2010.0,1200.8225,D
RUS,2010,1995.0,610.6544,D
RUS,2010,1996.0,610.1657,D
RUS,2010,1997.0,792.5873,D
RUS,2010,1998.0,700.6164,D
RUS,2010,1999.0,654.3624,D
RUS,2010,2e3,676.4839,D
RUS,2010,2001.0,747.2117,D
RUS,2010,2002.0,829.0301,D
RUS,2010,2003.0,837.2384,D
RUS,2010,2004.0,834.2544,D
RUS,2010,2005.0,896.0307,D
RUS,2010,2006.0,990.6787,D
RUS,2010,2007.0,1093.3263,D
RUS,2010,2008.0,1332.8476,D
RUS,2010,2009.0,1469.6335,D
RUS,2010,2010.0,1404.7139,D
RUS,2010,2011.0,1411.9743,D
RUS,2010,2012.0,1515.9129,D
RUS,2010,2013.0,1581.1128,D
RUS,2010,2014.0,1312.1886,B
